"FoodID","LineNumber","InstructionText"
25067,1,"For 100 servings:  brown the meat and cover with water.  Cover; bring to simmering.  Simmer until fork tender (1 - 1-1/2 hours).  Remove meat from pot.  Let meat stand for 20 minutes.  Slice and serve.  Serving size:  3 ounces."
25068,1,"For 100 servings:  brown the meat slowly on all sides.  Cook meat with no additional moisture or add a small amount of liquid, if desired.  Cover pan.  Simmer on top of range or in tilting kettle, or bake at 350 degrees F until meat is tender (3/4 hour)."
25068,2," Remove roasts from pan and let stand 15 to 20 minutes; slice and serve.  Serving size:  3 oz lean meat."
25069,1,"For 100 servings:  brown the meat slowly on all sides.  Cook meat with no additional moisture or add a small amount of liquid, if desired.  Cover pan.  Simmer on top of range or in tilting kettle, or bake at 350 degrees F until meat is tender (2 to 2-1/2"
25069,2,"hours).  Remove roasts from pan and let stand 15 to 20 minutes; slice and serve.  Serving size:  3 oz lean meat."
25070,1,"For 100 servings:  brown the meat slowly on all sides.  Cook meat with no additional moisture or add a small amount of liquid, if desired.  Cover pan.  Simmer on top of range or in tilting kettle, or bake at 350 degrees F until meat is tender (3/4 - 1"
25070,2,"hour).  Remove roasts from pan and let stand 15 to 20 minutes; slice and serve.  Serving size:  3 oz lean meat."
25071,1,"For 100 servings:  brown the meat slowly on all sides.  Cook meat with no additional moisture or add a small amount of liquid, if desired.  Cover pan.  Simmer on top of range or in tilting kettle, or bake at 350 degrees F until meat is tender (1-1/2"
25071,2,"hours).  Remove roasts from pan and let stand 15 to 20 minutes; slice and serve.  Serving size:  3 oz lean meat."
25072,1,"For 100 servings:  brown the meat slowly on all sides.  Cook meat with no additional moisture or add a small amount of liquid, if desired.  Cover pan.  Simmer on top of range or in tilting kettle, or bake at 350 degrees F until meat is tender (3/4 to 1"
25072,2,"hour).  Remove roasts from pan and let stand 15 to 20 minutes; slice and serve.  Serving size:  3 oz lean meat."
25073,1,"For 100 servings:  brown the meat slowly on all sides.  Cook meat with no additional moisture or add a small amount of liquid, if desired.  Cover pan.  Simmer on top of range or in tilting kettle, or bake at 350 degrees F until meat is tender (3/4 to 1"
25073,2,"hour).  Remove roasts from pan and let stand 15 to 20 minutes; slice and serve.  Serving size:  3 oz lean meat."
25074,1,"For 100 servings:  brown the meat slowly on all sides.  Cook meat with no additional moisture or add a small amount of liquid, if desired.  Cover pan.  Simmer on top of range or in tilting kettle, or bake at 350 degrees F until meat is tender (2 to 2-1/2"
25074,2,"hours).  Remove roasts from pan and let stand 15 to 20 minutes; slice and serve.  Serving size:  3 oz lean meat."
25075,1,"For 100 servings:  brown meat in a kettle, pot, or tilting skillet, and cover with water.  Cover; bring to simmering.  Simmer until fork tender (3 - 4 hours).  Remove from pot.  Let large pieces stand 20 minutes; slice and serve.  Serving size:  3 ounces."
25076,1,"For 100 servings:  brown meat in a kettle, pot, or tilting skillet, and cover with water.  Cover; bring to simmering.  Simmer until fork tender (3 - 4 hours).  Remove from pot.  Let large pieces stand 20 minutes; slice and serve.  Serving size:  3 ounces."
25077,1,"For 100 servings:  thaw and clean turkey.  Fold the neck skin over to the back and fasten with a skewer.  Tie legs together over the body opening or if there is a band of skin above the tail, tuck legs into it.  Place whole turkeys in shallow pans."
25077,2," Insert thermometer in whole turkeys so the thermometer is in the center of the inner thigh muscle toward the body.  Insert thermometer into the center of the thickest part of the breast or thigh pieces.  Be sure the thermometer does not touch bone."
25077,3," Roast at 325 degrees F until thermometer registers 185 degrees F (3-1/2 to 7-1/2 hours, depending upon the size of the whole turkeys)."
25078,1,"For 100 servings:  thaw and clean chicken.  Put in stock pot or steam-jacketed kettle.  Add enough hot water to barely cover chicken.  Season with vegetables or herbs if desired.  Cover and simmer until tender (1 to 4 hours, depending upon the size of the"
25078,2,"chickens).  Serving size:  3 ounces."
25079,1,"Cook only until fish flesh becomes opaque and flakes easily when tested with a fork.  Cook at 350 degrees F for 30 to 40 minutes.  Do not overcook.  Serving size:  3 ounces."
25080,1,"Cook only until fish flesh becomes opaque and flakes easily when tested with a fork.  Cook at 425 degrees F for 30 to 40 minutes.  Do not overcook.  Serving size:  3 ounces."
25081,1,"Cook only until fish flesh becomes opaque and flakes easily when tested with a fork.  Cook at 400 degrees F for 15 to 20 minutes.  Do not overcook.  Serving size:  3 ounces."
25082,1,"Cook only until fish flesh becomes opaque and flakes easily when tested with a fork.  Broil for 10 to 15 minutes.  Do not overcook.  Serving size:  3 ounces."
25083,1,"Cook only until fish flesh becomes opaque and flakes easily when tested with a fork.  Simmer for 5 to 10 minutes.  Do not overcook.  Serving size:  3 ounces."
25084,1,"Cook only until fish flesh becomes opaque and flakes easily when tested with a fork.  Steam for 5 to 10 minutes.  Do not overcook.  Serving size:  3 ounces."
25085,1,"Cook only until fish flesh becomes opaque and flakes easily when tested with a fork.  Steam for 10 to 15 minutes.  Do not overcook.  Serving size:  3 ounces."
25086,1,"Steam for 15 to 20 minutes.  Cook only until fish flesh becomes opaque.  Do not overcook.  Serving size:  4-1/2 ounces cooked meat per lobster."
25087,1,"Steam for 3 to 5 minutes.  Cook only until fish flesh becomes opaque.  Do not overcook.  Serving size:  3 ounces of cooked shrimp meat."
25088,1,"For 100 servings:  sort and wash beans.  Add beans to boiling water.  Return to boiling.  Boil 2 minutes.  Remove from heat; cover.  Soak 1 hour or place in refrigerator overnight.  Add 2 Tbsp salt to beans.  Cover and cook gently until beans are tender,"
25088,2,"about 1-1/2 hours.  Drain; save 1-3/4 gallons bean liquid.  Place cooked, drained beans in 4 pans (12''x20''), about 1-1/4 gal or 8 lb per pan.  Mix remaining ingredients.  Pour over beans in pans, about 3 qt or 6 lb 8 oz per pan.  Bake at 350 degrees F"
25088,3,"for 2 hours; stir after 1 hour.  Stir again, if needed, to prevent drying.  Serving size:  3/4 cup."
25089,1,"For 100 servings:  thaw fillets and divide into 100 servings, about 4 oz each.  Place in a single layer, skin side down on 4 greased sheet pans (18''x26''), 25 servings per pan.  Mix margarine, lemon juice, lemon rind, salt, and pepper.  Pour mixture over"
25089,2,"fish about 1 c or 3 oz per pan.  Bake at 350 degrees F for 25 to 30 minutes or until fish flakes easily when tested with a fork.  Serving size:  1 piece."
25090,1,"For 100 servings:  cook macaroni in 6 gal boiling water until tender, about 12 minutes.  Drain.  Place in 4 baking pans (12''x20''), about 2-3/4 qt or 4 lb per pan.  Melt margarine; stir in flour, mustard, and salt.  Gradually stir in milk.  Cook,"
25090,2,"stirring constantly, until thickened.  Add cheese; stir until cheese melts.  Pour sauce over cooked macaroni, about 2-1/2 qt or 5 lb 10 oz per pan.  Bake at 350 degrees F for 35-40 minutes until lightly browned.  Serving size:  2/3 cup."
25091,1,"For 100 servings:  thaw frozen fish fillets.  Cook onions and celery in margarine until tender.  Stir in bread cubes, parsley, seasonings, and milk; toss to mix.  Arrange half the fillets in 4 greased pans (12''x20''), about 3 lb per pan.  Spread bread"
25091,2,"cube mixture over fillets, using about 1 gal or 2 lb 4 oz per pan.  Arrange remaining fillets over bread cube mixture, about 3 lb per pan.  Brush fillets with 1 c melted margarine.  Cover pans and bake at 325 degrees F for 40 minutes.  Mix 1/2 c margarine"
25091,3,"with parsley.  Uncover fillets and brush with margarine mixture.  Return to oven and bake uncovered an additional 10 minutes or until fish flakes easily when tested with a fork.  Serving size:  1 piece, 2''x3-3/4''."
25092,1,"For 100 servings:  trim fat from beef cubes.  Brown cubes well.  Drain off fat.  Add water and salt.  Cover; cook until beef is tender, about 2 hours.  Add onions and carrots to beef; cook 5 minutes.  Add peas, cook 5 minutes longer.  Mix flour, pepper,"
25092,2,"and water until smooth.  Gently stir into meat and vegetable mixture.  Cook, stirring constantly, until thickened.  Pour mixture into 4 baking pans (12''x20''), about 1 gal or 8 lb 8 oz per pan.  Boil potatoes until tender.  Drain.  Mash potatoes in mixer"
25092,3,"until smooth.  Add salt and margarine.  Gradually add enough milk to moisten.  Beat on high speed until potatoes are light and fluffy.  Spread mashed potatoes on beef mixture in pans, about 2 qt or 3 lb 7-1/2 oz per pan.  Sprinkle potatoes with paprika."
25092,4," Bake at 400 degrees F for 30 minutes or until potatoes are lightly browned.  Serving size:  2/3 c beef mixture, 1/3 c potatoes."
25093,1,"For 100 servings:  wash chicken.  Drain.  Place chicken pieces in 6 baking pans (12''x20''), 16 to 17 pieces per pan.  Bake at 400 degrees F until chicken is brown, about 1 hour.  Cook onions in boiling water until tender.  Stir in remaining ingredients."
25093,2," Bring to boiling.  Cook 10 minutes to blend flavors.  Pour tomato mixture over chicken pieces, about 1-1/2 qt or 3 lb 4 oz per pan.  Return to oven and bake 20 to 25 minutes or until chicken is tender.  Serving size:  1 breast half or leg and 1/3 c"
25093,3,"sauce."
25094,1,"For 100 servings:  cook onions, green peppers, and celery in 1 1/3 cups (10 1/2 oz) margarine until tender.  Stir in flour, salt, and pepper.  Gradually stir in chicken broth.  Cook, stirring constantly, until thickened.  Mix hot mixture with corn,"
25094,2,"chicken, and cheese.  Pour into 4 baking pans (12''x20''), about 3-1/2 qt or 7 lb 12 oz per pan.  Mix breadcrumbs with 1/2 cup (4 oz) melted margarine.  Sprinkle evenly over mixture in pans, about 2-3/4 oz per pan.  Bake at 350 degrees F for 45 minutes or"
25094,3,"until bubbly and crumbs are lightly browned.  Serving size:  1/2 c   Variation:  Use turkey broth and cooked turkey in place of chicken broth and cooked chicken."
25095,1,"For 100 servings:  cook celery, onions, and green peppers in margarine until tender.  Stir flour and salt into cooked vegetables.  Gradually stir in hot broth.  Cook, stirring constantly, until very thick.  Add chicken, pimientos, Worcestershire sauce,"
25095,2,"and eggs.  Mix well.  Spread mixture evenly into 2 greased baking pans (12''x20''), about 4-1/2 qt or 9 lb 14 oz per pan.  Bake at 350 degrees F for 45 minutes or until done in the center.  Serving size:  1 piece, 2''x2''."
25096,1,"For 100 servings:  cook onions, green peppers, and celery in 1 1/3 cups (10 1/2 oz) margarine until tender.  Stir in flour, salt, and pepper.  Gradually stir in turkey broth.  Cook, stirring constantly, until thickened.  Mix hot mixture with corn, turkey,"
25096,2,"and cheese.  Pour into 4 baking pans (12''x20''), about 3-1/2 qt or 7 lb 12 oz per pan.  Mix breadcrumbs with 1/2 cup (4 oz) melted margarine.  Sprinkle evenly over mixture in pans, about 2-3/4 oz per pan.  Bake at 350 degrees F for 45 minutes or until"
25096,3,"bubbly and crumbs are lightly browned.  Serving size:  1/2 cup."
25097,1,"For 100 servings:  cook celery, onions, and green peppers in margarine until tender.  Stir flour and salt into cooked vegetables.  Gradually stir in hot broth.  Cook, stirring constantly, until very thick.  Add turkey, pimientos, Worcestershire sauce, and"
25097,2,"eggs.  Mix well.  Spread mixture evenly into 2 greased baking pans (12''x20''), about 4-1/2 qt or 9 lb 14 oz per pan.  Bake at 350 degrees F for 45 minutes or until done in the center.  Serving size:  1 piece, 2''x2''."
25098,1,"For 100 servings:  cook celery, onions, and green peppers in margarine until tender.  Stir flour into cooked vegetables.  Gradually stir in tuna liquid and nonfat milk.  Cook, stirring constantly, until very thick.  Add tuna, pimientos, and eggs.  Mix"
25098,2,"well.  Spread mixture evenly into 2 greased baking pans (12''x20''), about 4-1/2 qt or 9 lb 14 oz per pan.  Bake at 350 degrees F for 45 minutes or until done in the center.  Serving size:  1 piece, 2''x2''.  *Tuna liquid and skim milk should measure 2"
25098,3,"quarts together.  Amount of milk used for the nutrient analysis is based on estimating the amount of water drained from the tuna at 12% of weight."
25099,1,"Cook beef, onions, and green peppers until beef is lightly browned.  Drain fat.  Add beans, puree, seasonings, and water.  Simmer 30 minutes to blend flavors.  Serving size:  3/4 cup."
25100,1,"For 100 servings:  trim fat from pork chops.  Place pork chops on sheet pans.  Brown at 350 degrees F for 30 minutes.  Drain off fat.  Place browned pork chops in 4 baking pans (12''x20''), 25 chops per pan.  Simmer remaining ingredients together 30"
25100,2,"minutes.  Pour sauce over chops in pans, about 2 qt or 4 lb per pan.  Cover pans and bake at 350 degrees F for 1-1/2 hours or until meat is tender.  Serving size:  1 chop + 1/4 c sauce."
